DIA	MES	ANIO	T_MED_A	T_MAX_A	T_MIN_A	HR_MED	PRECIP	TANQUEA	VIENTO	HELIOF	PENMAN
26	6	2003	11.1	12.8	9.3	92.0	2.5	1.3	295.2	0.0	0.8
27	6	2003	12.6	14.5	11.5	93.0	13.0	0.2	190.4	0.0	0.7
28	6	2003	12.5	14.0	10.9	93.0	5.9	1.1	127.0	0.0	0.6
29	6	2003	11.0	12.7	9.3	92.0	0.2	1.2	254.2	0.0	0.8
30	6	2003	13.9	16.8	10.5	85.0	1.1	0.9	157.9	1.1	1.0
1	7	2003	14.4	17.3	8.8	85.0	3.1	1.3	139.3	1.5	1.0
2	7	2003	9.1	12.9	4.9	77.0	0.5	3.8	139.9	5.2	0.9
3	7	2003	11.3	13.9	7.8	91.0	0.0	1.0	52.8	0.0	0.6
4	7	2003	11.7	13.5	10.0	98.0	11.7	1.6	93.4	0.0	0.4
5	7	2003	11.6	15.1	8.1	83.0	3.6	2.2	119.5	6.2	0.7
6	7	2003	10.5	15.9	6.3	82.0	0.0	1.7	100.7	8.2	0.6
7	7	2003	10.5	16.9	4.8	78.0	0.0	2.7	319.0	8.3	1.3
8	7	2003	11.0	14.0	7.2	86.0	0.2	1.7	547.2	0.0	1.6
9	7	2003	6.2	9.3	3.7	56.0	1.9	2.9	342.2	9.4	2.0
10	7	2003	5.9	10.3	1.8	66.0	0.0	3.1	323.1	9.0	1.5
11	7	2003	5.1	10.1	1.1	81.0	0.0	4.9	92.3	9.4	0.3
12	7	2003	5.9	12.5	1.5	73.0	0.0	1.7	88.8	9.5	0.5
13	7	2003	7.3	13.3	1.7	81.0	0.0	1.3	356.4	5.5	1.2
14	7	2003	11.8	16.9	6.6	78.0	0.0	2.6	221.4	6.5	1.2
15	7	2003	10.5	14.0	6.9	76.0	0.0	7.2	356.2	9.4	1.5
16	7	2003	7.6	12.9	3.3	72.0	0.0	2.2	245.5	9.4	1.1
17	7	2003	8.3	15.2	2.0	66.0	0.0	5.0	235.8	8.6	1.4
18	7	2003	10.5	15.3	6.9	77.0	0.0	1.7	171.8	0.0	1.3
19	7	2003	14.3	20.9	8.5	77.0	0.0	2.1	263.9	9.0	1.5
20	7	2003	15.1	18.7	11.7	73.0	0.0	5.1	260.6	0.0	2.1
21	7	2003	7.5	11.7	3.2	59.0	0.0	2.3	121.3	9.1	1.1
22	7	2003	7.4	12.5	2.0	73.0	0.0	1.7	94.8	4.7	0.9
23	7	2003	8.0	11.5	4.5	75.0	0.0	2.7	79.0	9.0	0.7
24	7	2003	7.6	14.5	2.7	59.0	0.0	3.7	53.1	9.5	0.8
25	7	2003	8.3	14.5	3.9	75.0	0.0	1.4	106.5	8.1	0.9
26	7	2003	8.8	16.5	3.0	74.0	0.0	1.9	212.2	9.4	1.2
27	7	2003	11.2	13.2	9.0	95.0	4.2	0.4	233.2	0.0	0.7
28	7	2003	15.3	20.3	12.1	91.0	0.2	1.8	288.8	0.4	1.1
29	7	2003	10.6	15.5	7.0	81.0	13.5	3.0	254.8	8.0	1.2
30	7	2003	10.2	16.5	6.1	78.0	0.0	2.5	85.4	8.4	0.9
31	7	2003	11.7	19.5	6.8	70.0	0.0	3.0	175.0	9.8	1.5
1	8	2003	14.4	21.8	6.7	70.0	0.0	6.1	279.4	9.5	2.2
2	8	2003	11.1	14.9	8.9	85.0	21.7	1.1	155.6	0.0	1.1
3	8	2003	10.7	13.5	8.7	96.0	1.3	1.7	76.9	0.0	0.6
4	8	2003	13.5	16.0	11.5	99.0	21.9	0.3	143.4	0.0	0.6
5	8	2003	10.9	13.1	7.5	94.0	2.3	2.1	469.2	0.0	1.0
6	8	2003	8.7	10.3	6.0	81.0	4.3	1.6	553.6	0.0	2.0
7	8	2003	10.3	17.6	3.8	72.0	0.5	3.4	262.1	9.4	1.7
8	8	2003	9.8	12.5	7.4	78.0	0.0	1.1	371.4	4.2	1.8
9	8	2003	7.8	11.6	5.8	81.0	3.5	2.3	105.9	9.6	0.9
10	8	2003	7.3	15.1	2.2	81.0	0.0	1.5	99.7	10.0	0.9
11	8	2003	9.6	16.9	2.8	74.0	0.0	3.2	255.1	10.0	1.7
12	8	2003	12.0	19.5	6.7	77.0	0.0	3.7	136.7	10.2	1.4
13	8	2003	12.7	18.3	9.7	82.0	0.0	1.2	98.2	6.5	1.2
14	8	2003	9.5	12.7	7.2	86.0	0.0	1.8	140.9	3.3	1.0
15	8	2003	9.0	12.5	4.9	77.0	0.0	2.3	76.6	10.2	1.1
16	8	2003	9.2	15.3	3.7	64.0	0.0	3.9	159.9	9.5	1.7
17	8	2003	10.9	18.0	4.3	53.0	0.0	5.2	362.2	9.8	3.4
18	8	2003	14.2	20.7	8.0	54.0	0.0	8.1	568.3	5.7	5.3
19	8	2003	16.8	21.7	12.3	60.0	0.0	2.8	787.0	0.3	6.4
20	8	2003	18.4	24.0	11.7	72.0	0.0	4.1	233.6	4.4	2.6
21	8	2003	15.1	19.8	12.3	80.0	0.0	3.1	305.6	6.1	2.2
22	8	2003	8.8	11.9	6.3	74.0	0.0	0.6	195.5	0.0	1.6
23	8	2003	8.4	9.5	5.4	82.0	0.0	0.3	140.2	0.0	1.2
24	8	2003	8.4	13.8	3.2	61.0	0.9	4.2	306.2	10.4	2.6
25	8	2003	7.3	10.3	3.8	61.0	0.0	4.2	148.5	9.8	1.8
26	8	2003	6.6	10.9	2.3	76.0	0.0	0.8	278.9	0.0	1.7
27	8	2003	7.0	9.7	4.5	91.0	6.8	3.0	292.2	2.7	1.1
28	8	2003	7.9	11.1	5.1	81.0	3.4	1.8	134.9	6.5	1.3
29	8	2003	6.9	11.9	2.1	84.0	0.0	1.9	174.3	9.5	1.3
30	8	2003	7.9	14.4	3.0	85.0	0.0	2.0	161.0	10.4	1.4
31	8	2003	9.5	17.9	4.2	79.0	0.0	3.8	133.3	10.2	1.6
1	9	2003	12.0	18.2	6.3	76.0	0.0	3.3	136.2	10.4	1.9
2	9	2003	14.1	21.5	7.8	63.0	0.0	5.2	227.1	10.7	3.0
3	9	2003	17.6	25.4	9.7	58.0	0.0	7.7	264.1	9.1	3.9
4	9	2003	16.5	18.8	14.8	91.0	33.0	2.3	321.6	0.0	1.5
5	9	2003	20.6	26.7	14.6	68.0	32.0	6.3	598.5	7.6	5.5
6	9	2003	17.3	22.5	12.1	75.0	0.0	2.6	464.7	0.0	3.3
7	9	2003	11.3	13.5	10.1	93.0	54.5	3.9	280.1	0.0	1.1
8	9	2003	10.0	11.7	7.7	80.0	3.1	1.3	189.2	0.0	1.6
9	9	2003	8.3	14.0	3.3	69.0	0.0	2.9	94.4	10.3	1.9
10	9	2003	8.9	15.3	4.3	59.0	0.0	4.7	253.5	10.7	2.9
11	9	2003	11.3	18.8	5.2	61.0	0.0	7.4	375.1	10.6	3.8
12	9	2003	12.4	18.4	9.5	70.0	0.0	3.4	259.3	7.1	2.8
13	9	2003	7.6	10.9	3.7	70.0	0.0	3.5	155.7	10.2	2.1
14	9	2003	7.4	14.3	2.2	79.0	0.0	4.0	225.2	5.4	1.8
15	9	2003	7.7	12.8	4.8	80.0	0.0	2.3	142.0	4.0	1.6
16	9	2003	6.7	11.2	3.3	75.0	0.0	2.9	148.2	7.8	1.9
17	9	2003	8.7	16.3	2.4	66.0	0.0	4.2	254.6	9.5	2.8
18	9	2003	14.8	22.5	6.4	64.0	0.0	5.4	378.1	9.7	4.3
19	9	2003	14.1	17.3	9.0	75.0	2.0	2.4	202.7	4.2	2.5
20	9	2003	12.2	19.7	5.5	59.0	1.0	6.3	184.7	9.3	3.2
21	9	2003	14.4	21.1	6.5	61.0	0.0	4.4	219.0	3.7	3.2
22	9	2003	20.3	26.5	13.5	80.0	0.0	12.2	193.8	9.3	3.4
23	9	2003	16.6	19.3	13.4	93.0	33.0	1.9	216.6	0.5	1.5
24	9	2003	12.8	17.1	8.5	81.0	2.8	3.8	193.4	11.1	2.7
25	9	2003	11.9	19.0	5.5	79.0	0.0	5.0	167.7	10.5	2.6
26	9	2003	13.4	19.0	10.2	80.0	4.8	4.0	213.3	10.5	2.9
27	9	2003	13.6	20.7	10.2	85.0	0.0	4.6	290.5	6.2	2.5
28	9	2003	10.7	14.8	6.7	56.0	9.1	4.9	185.8	11.5	3.4
29	9	2003	10.6	17.9	4.0	58.0	0.0	4.4	206.4	10.2	3.4
30	9	2003	15.4	22.1	10.5	71.0	0.0	5.5	329.5	10.3	4.0
1	10	2003	17.4	24.3	12.3	83.0	0.0	4.1	156.1	7.3	2.8
2	10	2003	13.6	17.3	8.5	77.0	0.0	6.0	240.4	11.4	3.3
3	10	2003	13.1	19.5	6.5	83.0	0.0	3.1	194.5	7.9	2.6
4	10	2003	17.6	21.3	15.4	88.0	0.0	0.5	83.4	0.0	1.6
5	10	2003	19.4	25.5	14.1	81.0	0.0	4.2	120.0	8.9	3.3
6	10	2003	19.2	24.7	15.0	76.0	0.0	5.4	343.5	7.0	4.1
7	10	2003	18.2	24.3	12.0	73.0	0.0	7.9	475.1	10.2	5.1
8	10	2003	17.6	19.9	13.4	89.0	11.8	1.3	143.9	0.0	1.7
9	10	2003	16.1	22.5	9.9	63.0	2.0	8.3	388.0	11.1	5.3
10	10	2003	9.3	13.0	6.4	62.0	0.0	4.2	134.4	11.4	3.1
11	10	2003	9.6	15.5	3.2	69.0	0.0	4.6	161.9	11.0	3.1
12	10	2003	11.9	17.7	4.9	62.0	0.0	6.1	177.4	11.1	3.6
13	10	2003	13.8	21.7	6.7	66.0	0.0	6.5	211.5	11.6	4.0
14	10	2003	17.6	25.3	8.8	67.0	0.0	9.1	374.0	11.7	5.4
15	10	2003	22.2	29.3	15.1	53.0	0.0	10.6	413.6	11.9	7.5
16	10	2003	22.1	31.7	15.3	61.0	0.0	9.2	275.3	9.7	5.7
17	10	2003	20.4	24.4	13.1	77.0	0.0	7.0	360.8	7.4	4.5
18	10	2003	20.4	23.9	15.6	76.0	1.5	5.2	238.7	3.5	3.5
19	10	2003	14.9	18.6	10.9	77.0	16.6	4.0	210.2	6.8	3.2
20	10	2003	14.8	22.1	7.8	78.0	0.0	4.9	155.1	11.3	3.6
21	10	2003	16.3	21.8	10.3	64.0	0.0	6.3	212.7	11.4	4.6
22	10	2003	16.6	24.9	8.7	62.0	0.0	6.8	184.3	11.9	4.6
23	10	2003	19.8	28.9	9.3	52.0	0.0	10.5	289.3	12.2	6.3
24	10	2003	19.5	27.1	16.5	73.0	0.0	8.4	176.0	4.4	3.5
25	10	2003	19.8	24.3	15.7	88.0	19.8	1.8	188.8	1.7	2.4
26	10	2003	17.5	20.3	11.4	72.0	0.1	7.0	170.0	11.9	4.4
27	10	2003	14.8	20.4	8.8	62.0	0.0	6.2	140.8	12.4	4.3
28	10	2003	17.2	24.7	8.8	69.0	0.0	6.7	254.4	11.9	4.9
29	10	2003	19.8	27.5	13.6	64.0	0.0	8.1	210.0	11.4	5.3
30	10	2003	21.4	30.0	14.8	75.0	0.0	8.9	304.5	11.0	5.4
31	10	2003	14.2	17.1	11.3	72.0	5.6	5.7	220.3	3.3	3.2
1	11	2003	13.1	16.0	7.7	49.0	0.0	6.3	212.1	12.8	5.1
2	11	2003	12.2	19.0	4.2	69.0	0.0	5.2	79.3	12.6	3.6
3	11	2003	16.3	22.1	9.7	64.0	0.0	7.3	161.5	12.9	4.8
4	11	2003	17.5	23.2	11.5	67.0	0.0	6.4	167.6	8.2	4.2
5	11	2003	17.7	24.2	10.8	76.0	0.0	7.1	185.5	12.4	4.7
6	11	2003	19.9	27.0	13.5	72.0	0.0	7.7	217.5	12.5	5.4
7	11	2003	22.8	29.5	16.0	65.0	0.0	10.9	256.2	6.3	5.3
8	11	2003	19.6	21.9	16.8	78.0	0.0	0.7	116.2	0.0	2.5
9	11	2003	21.1	26.1	15.4	84.0	5.0	6.9	152.4	12.6	5.0
10	11	2003	23.2	29.9	17.3	69.0	0.0	11.0	295.6	9.0	5.9
11	11	2003	20.5	26.7	17.0	86.0	22.0	2.5	340.5	6.9	4.1
12	11	2003	16.4	20.3	12.1	95.0	26.2	1.4	387.8	0.0	1.8
13	11	2003	13.4	16.8	9.5	70.0	23.3	4.6	198.7	12.9	4.5
14	11	2003	16.3	23.8	7.2	71.0	0.0	6.5	286.6	12.4	5.2
15	11	2003	19.6	25.3	14.4	73.0	0.0	4.3	183.8	2.8	3.5
16	11	2003	17.6	22.6	13.8	85.0	4.0	3.2	173.5	3.4	2.9
17	11	2003	17.5	21.5	14.5	89.0	0.0	2.5	272.5	2.4	2.6
18	11	2003	15.4	17.9	13.2	95.0	15.8	1.3	384.4	0.0	1.8
19	11	2003	17.9	24.4	12.2	69.0	15.5	10.0	391.5	13.0	6.3
20	11	2003	13.8	17.5	9.3	55.0	0.0	6.1	181.6	12.7	5.1
21	11	2003	19.0	26.0	10.2	64.0	0.0	9.0	367.2	10.9	6.4
22	11	2003	20.8	27.0	15.4	58.0	0.0	8.0	260.0	10.9	6.4
23	11	2003	18.7	20.5	16.5	86.0	8.4	2.5	182.9	0.0	2.3
24	11	2003	17.9	24.1	11.0	62.0	6.5	6.1	207.7	12.2	5.6
25	11	2003	20.7	27.1	12.9	72.0	0.0	6.5	202.2	12.6	5.8
26	11	2003	23.3	28.6	18.4	79.0	0.0	7.5	160.1	9.4	5.1
27	11	2003	22.4	27.9	18.1	66.0	14.4	9.1	208.6	11.1	6.1
28	11	2003	19.0	25.1	12.5	67.0	0.0	4.7	192.1	5.3	4.4
29	11	2003	20.7	25.1	16.5	64.0	0.0	4.6	254.9	11.9	6.3
30	11	2003	18.4	23.6	15.0	82.0	7.8	4.3	105.6	7.1	3.7
1	12	2003	21.3	28.6	12.6	73.0	0.0	7.5	130.7	11.4	5.3
2	12	2003	21.8	26.7	17.1	74.0	1.0	6.5	149.0	7.8	4.7
3	12	2003	20.3	23.1	15.9	74.0	0.0	9.3	223.8	13.2	5.9
4	12	2003	13.9	16.7	10.3	81.0	18.0	3.1	177.0	0.0	2.3
5	12	2003	17.5	21.6	12.7	63.0	13.5	7.8	311.1	13.1	6.4
6	12	2003	20.4	26.6	12.4	61.0	0.0	9.3	214.2	12.2	6.2
7	12	2003	20.3	24.1	15.5	72.0	0.0	3.8	139.8	5.2	4.0
8	12	2003	16.1	18.3	13.7	92.0	1.9	0.8	736.3	0.0	2.6
9	12	2003	16.8	22.7	9.3	63.0	12.2	9.0	325.4	11.7	6.1
10	12	2003	20.9	26.7	14.8	65.0	0.0	7.3	260.7	2.6	4.6
11	12	2003	19.4	23.7	14.8	56.0	2.5	8.3	214.2	12.7	6.4
12	12	2003	19.0	24.6	10.2	49.0	0.0	8.9	106.8	10.6	5.4
13	12	2003	21.8	28.0	13.8	55.0	0.0	11.3	320.9	12.7	7.7
14	12	2003	21.4	28.3	17.8	79.0	0.0	2.0	134.3	9.6	4.8
15	12	2003	18.8	23.7	12.9	83.0	32.7	4.4	277.5	1.3	3.1
16	12	2003	15.8	20.2	11.0	62.0	2.5	7.5	174.9	13.2	5.4
17	12	2003	18.2	26.1	9.3	59.0	0.0	9.1	211.2	13.1	6.1
18	12	2003	21.4	27.8	13.5	53.0	0.0	10.4	266.8	13.2	7.4
19	12	2003	24.9	32.0	17.2	66.0	0.0	10.9	213.3	12.6	7.0
20	12	2003	25.7	32.5	19.5	70.0	0.0	10.0	209.4	12.7	#VALUE!
21	12	2003	25.5	31.7	20.8	75.0	0.0	7.6	235.9	11.2	6.5
22	12	2003	20.4	24.5	16.2	49.0	15.5	11.2	297.9	10.1	7.2
23	12	2003	19.0	25.2	11.8	60.0	0.0	10.7	165.3	12.7	5.9
24	12	2003	20.2	25.1	15.8	57.0	0.0	7.1	253.8	0.8	4.7
25	12	2003	24.4	31.7	16.8	60.0	0.0	12.2	310.1	12.9	7.9
26	12	2003	24.6	30.5	18.0	64.0	0.0	9.8	310.4	8.4	6.7
27	12	2003	20.6	22.7	18.7	92.0	3.3	2.7	205.4	0.2	2.3
28	12	2003	17.7	21.3	14.2	69.0	3.6	5.9	216.3	9.6	5.1
29	12	2003	19.0	24.8	11.5	59.0	0.0	9.4	169.7	13.3	6.0
30	12	2003	21.3	29.2	13.2	60.0	0.0	11.4	308.4	13.0	7.3
31	12	2003	16.4	20.2	12.9	64.0	1.8	8.1	177.3	12.9	5.4
1	1	2004	17.4	23.1	10.6	65.0	0.0	9.5	147.0	13.0	5.4
2	1	2004	20.6	27.3	12.1	65.0	0.0	12.0	165.0	13.0	6.0
3	1	2004	25.7	31.9	19.4	45.0	0.0	14.8	358.3	10.8	9.0
4	1	2004	23.3	30.3	20.2	67.0	0.0	6.9	244.9	2.5	4.6
5	1	2004	25.5	31.9	18.0	69.0	0.0	13.8	120.8	12.2	6.3
6	1	2004	23.8	31.5	20.0	79.0	27.4	1.8	158.3	5.2	4.2
7	1	2004	24.1	29.5	20.5	81.0	5.3	13.1	125.5	3.5	3.6
8	1	2004	24.6	27.5	21.6	81.0	0.0	9.0	189.3	11.1	5.8
9	1	2004	24.8	30.6	20.3	78.0	0.0	7.5	135.4	11.8	5.9
10	1	2004	21.4	24.0	17.0	90.0	0.0	2.9	239.1	0.2	2.4
11	1	2004	21.7	24.3	17.4	74.0	1.1	8.4	177.3	12.2	5.8
12	1	2004	20.8	25.2	14.7	69.0	0.0	10.6	180.5	12.7	5.9
13	1	2004	22.5	27.8	16.5	67.0	0.0	9.8	121.0	12.7	5.9
14	1	2004	24.2	31.0	16.0	66.0	0.0	12.9	261.4	12.7	7.1
15	1	2004	19.7	21.4	16.1	70.0	2.5	8.5	247.3	10.6	5.6
16	1	2004	19.7	24.8	14.0	67.0	0.0	10.0	246.6	11.2	5.8
17	1	2004	21.5	28.2	16.4	70.0	0.0	10.2	225.7	12.4	6.1
18	1	2004	23.1	27.4	17.9	74.0	0.0	9.8	421.6	12.0	7.0
19	1	2004	24.1	29.4	19.1	72.0	0.0	12.2	299.2	12.3	6.8
20	1	2004	23.8	29.8	18.5	76.0	0.0	5.8	149.4	6.8	4.6
21	1	2004	23.7	29.2	18.9	83.0	0.2	9.3	202.7	9.2	5.0
22	1	2004	22.2	26.0	18.4	80.0	0.3	9.3	171.0	10.0	5.0
23	1	2004	22.8	27.2	18.2	80.0	0.0	10.1	126.8	9.2	4.7
24	1	2004	23.1	27.6	18.6	74.0	0.0	10.3	145.4	11.3	5.5
25	1	2004	25.6	32.3	17.2	56.0	0.0	10.7	111.4	12.6	6.4
26	1	2004	27.1	31.9	21.4	55.0	0.0	13.5	143.8	12.5	7.0
27	1	2004	27.2	33.7	20.1	61.0	0.0	13.0	144.3	12.7	6.9
28	1	2004	23.4	28.2	16.6	78.0	0.0	9.1	141.4	12.3	5.6
29	1	2004	19.0	24.8	11.5	59.0	0.0	9.4	169.7	13.3	5.5
30	1	2004	27.3	33.6	21.3	66.0	0.0	7.7	260.1	11.0	7.1
31	1	2004	21.8	23.6	20.0	90.0	49.1	1.6	206.9	1.1	2.5
1	2	2004	22.7	26.4	20.9	84.0	78.0	4.2	179.6	5.3	3.8
2	2	2004	23.0	28.3	17.9	77.0	4.0	4.4	246.1	8.7	5.1
3	2	2004	23.6	28.5	20.1	77.0	3.0	4.8	114.3	5.0	3.9
4	2	2004	22.5	26.3	17.9	72.0	0.5	9.7	266.7	12.4	6.2
5	2	2004	20.8	23.6	18.6	73.0	0.0	6.1	171.4	8.7	4.6
6	2	2004	19.8	25.2	15.2	69.0	0.0	9.6	157.5	12.7	5.3
7	2	2004	21.0	27.1	15.2	74.0	0.0	8.3	149.4	12.4	5.2
8	2	2004	22.9	29.3	16.0	63.0	0.0	10.8	350.1	12.3	7.1
9	2	2004	24.3	30.3	19.1	67.0	0.0	10.5	263.7	11.5	6.4
10	2	2004	25.4	32.0	20.1	63.0	0.0	9.3	196.7	10.4	6.1
11	2	2004	25.7	32.7	19.7	65.0	0.0	10.2	194.7	12.4	6.5
12	2	2004	26.7	33.5	21.1	63.0	0.0	9.8	205.5	10.4	6.4
13	2	2004	21.4	24.1	19.9	86.0	15.4	3.3	270.2	0.6	2.6
14	2	2004	20.1	23.7	17.2	67.0	3.8	7.7	152.7	12.3	5.1
15	2	2004	20.6	25.1	15.0	70.0	0.0	8.1	142.1	11.9	4.9
16	2	2004	20.7	27.7	15.7	79.0	0.0	5.1	188.0	4.5	3.5
17	2	2004	20.6	25.3	15.8	64.0	2.3	9.8	333.8	10.9	6.1
18	2	2004	19.0	23.8	13.7	72.0	0.0	6.8	171.0	10.7	4.5
19	2	2004	19.5	24.3	15.3	62.0	0.0	9.1	186.4	10.9	5.1
20	2	2004	17.8	22.9	12.0	72.0	0.0	6.8	231.9	11.3	4.7
21	2	2004	18.4	21.7	14.2	69.0	0.0	6.0	118.7	9.8	4.1
22	2	2004	17.9	22.5	13.3	79.0	0.0	6.6	89.3	10.9	3.8
23	2	2004	18.5	23.3	12.0	82.0	0.0	6.5	137.9	11.3	4.0
24	2	2004	20.6	27.1	14.0	79.0	0.0	7.2	195.8	11.8	4.6
25	2	2004	22.4	29.7	16.8	69.0	0.0	8.3	191.5	11.9	5.3
26	2	2004	23.7	29.9	17.5	62.0	0.0	8.1	119.3	10.8	5.1
27	2	2004	20.7	24.1	18.4	74.0	0.0	6.3	158.9	8.6	4.1
28	2	2004	19.3	24.1	13.0	72.0	0.0	7.7	202.3	11.0	4.5
29	2	2004	19.9	25.6	14.5	74.0	0.0	7.2	226.1	10.2	4.5
1	3	2004	22.5	29.2	16.5	59.0	0.0	12.8	339.6	10.1	6.3
2	3	2004	20.5	24.4	16.5	68.0	16.8	5.8	265.5	7.1	4.5
3	3	2004	20.7	27.5	13.7	57.0	0.0	9.3	206.2	11.8	5.3
4	3	2004	21.9	29.7	15.1	62.0	0.0	8.0	272.2	11.9	5.7
5	3	2004	22.8	30.5	16.2	54.0	0.0	10.5	236.1	11.7	5.9
6	3	2004	24.2	30.7	19.0	73.0	0.0	1.5	143.6	7.7	4.2
7	3	2004	20.6	22.7	18.7	91.0	158.7	0.8	88.0	0.0	1.7
8	3	2004	20.4	24.3	17.3	81.0	0.0	6.6	96.8	11.0	3.7
9	3	2004	20.0	26.3	14.5	65.0	0.0	7.9	103.8	11.4	4.1
10	3	2004	19.2	25.3	13.9	69.0	0.0	7.3	195.3	11.3	4.3
11	3	2004	17.9	22.4	12.5	69.0	0.0	7.0	206.8	7.4	3.7
12	3	2004	19.3	24.4	14.9	72.0	0.0	5.6	195.8	4.9	3.4
13	3	2004	20.1	25.2	15.2	79.0	0.0	5.2	172.1	11.0	3.9
14	3	2004	20.6	24.9	16.8	86.0	0.0	5.7	150.1	8.0	3.1
15	3	2004	20.2	25.5	15.9	87.0	0.0	5.1	172.9	8.8	3.2
16	3	2004	22.7	29.2	17.7	75.0	0.0	7.8	244.6	11.0	4.6
17	3	2004	22.7	29.5	18.1	75.0	0.0	7.0	192.7	9.0	4.1
18	3	2004	21.0	24.5	17.7	80.0	7.6	3.1	77.8	2.0	2.2
19	3	2004	20.5	24.9	17.5	81.0	0.0	6.2	131.7	9.5	3.3
20	3	2004	19.1	24.3	15.1	74.0	0.0	6.5	120.5	10.9	3.5
21	3	2004	18.8	25.5	11.8	69.0	0.0	5.8	166.6	10.9	3.8
22	3	2004	20.4	29.1	13.7	65.0	0.0	7.7	161.3	10.9	4.0
23	3	2004	21.7	29.5	15.3	60.0	0.0	7.9	173.5	9.0	4.2
24	3	2004	23.6	31.7	16.2	55.0	0.0	9.1	180.2	10.9	4.9
25	3	2004	24.4	32.7	18.1	56.0	0.0	8.0	168.5	10.9	4.8
26	3	2004	24.1	33.3	17.0	66.0	0.0	8.0	167.4	11.1	4.5
27	3	2004	23.1	31.5	17.5	63.0	0.0	7.0	167.9	10.9	4.4
28	3	2004	23.3	30.9	17.3	63.0	0.0	7.4	242.1	9.8	4.7
29	3	2004	24.4	31.3	19.2	73.0	0.0	7.0	172.1	10.6	4.2
30	3	2004	24.1	31.5	19.7	77.0	0.0	8.4	319.5	10.3	4.5
31	3	2004	24.1	31.3	19.5	66.0	0.0	6.2	235.4	0.9	3.6
1	4	2004	21.6	24.6	19.9	84.0	0.0	4.5	139.8	4.9	2.5
2	4	2004	24.3	32.3	19.3	79.0	0.0	6.0	144.1	9.9	3.6
3	4	2004	25.4	31.7	20.5	78.0	0.0	5.6	143.8	10.7	3.9
4	4	2004	25.1	32.8	21.0	72.0	0.0	8.4	263.9	10.5	4.6
5	4	2004	25.4	31.2	20.0	67.0	0.0	2.5	367.3	10.6	5.5
6	4	2004	21.2	26.2	18.9	86.0	12.0	3.3	121.8	3.5	2.0
7	4	2004	21.4	26.0	18.3	85.0	2.0	4.2	101.3	7.5	2.5
8	4	2004	20.2	28.2	15.6	81.0	0.0	2.1	215.7	5.5	2.6
9	4	2004	18.7	21.4	15.9	79.0	28.6	6.2	239.4	8.0	2.8
10	4	2004	17.3	20.7	14.3	79.0	0.0	1.4	125.0	0.0	1.8
11	4	2004	19.4	23.7	15.5	80.0	0.7	3.7	139.0	6.8	2.4
12	4	2004	22.1	30.1	16.3	76.0	0.0	5.9	185.3	10.3	3.3
13	4	2004	27.0	33.3	21.5	62.0	0.0	8.9	291.7	9.9	5.2
14	4	2004	17.9	21.1	15.4	96.0	0.0	0.6	249.6	0.0	1.1
15	4	2004	17.5	20.1	14.8	90.0	34.0	0.9	199.9	0.6	1.4
16	4	2004	18.4	20.9	16.7	96.0	19.0	1.6	199.9	0.0	1.1
17	4	2004	16.9	22.8	12.2	69.0	5.1	4.9	112.3	10.4	2.4
18	4	2004	16.8	24.4	11.0	67.0	0.0	5.6	204.6	10.1	2.8
19	4	2004	13.2	17.5	8.0	59.0	0.0	5.7	225.4	10.4	2.9
20	4	2004	13.1	20.1	6.5	66.0	0.0	5.7	225.4	8.5	2.5
21	4	2004	15.9	22.5	11.7	71.0	0.0	1.0	262.6	0.9	2.5
22	4	2004	19.1	22.3	17.3	89.0	137.5	1.8	126.3	3.2	1.5
23	4	2004	15.1	16.4	11.9	85.0	0.0	2.4	256.4	0.3	1.6
24	4	2004	12.3	15.2	8.7	77.0	0.2	3.3	91.7	8.7	1.5
25	4	2004	12.3	17.3	7.7	77.0	0.0	3.3	153.4	8.8	1.7
26	4	2004	13.6	20.7	7.8	73.0	0.0	3.8	171.9	10.2	2.0
27	4	2004	14.8	22.1	8.6	69.0	0.0	5.2	173.4	10.2	2.2
28	4	2004	17.4	24.7	11.1	62.0	0.0	6.6	146.1	7.3	2.5
29	4	2004	16.8	19.2	14.1	90.0	16.4	3.2	259.6	0.0	1.3
30	4	2004	11.8	15.0	7.7	66.0	20.5	3.0	128.0	9.9	1.7
1	5	2004	12.3	19.0	5.5	69.0	0.0	3.8	118.3	9.6	1.6
2	5	2004	14.1	19.5	9.8	78.0	0.0	2.2	231.9	5.6	1.7
3	5	2004	14.3	15.1	12.7	82.0	2.0	1.4	246.4	0.1	1.6
4	5	2004	14.3	17.6	11.7	79.0	2.2	3.2	167.1	6.0	1.6
5	5	2004	13.8	17.6	10.8	83.0	0.0	2.1	112.0	7.3	1.5
6	5	2004	14.3	17.9	10.6	88.0	0.0	1.3	110.4	8.5	1.5
7	5	2004	14.6	18.0	11.1	91.0	0.0	0.5	79.6	3.3	0.9
8	5	2004	13.5	21.0	8.1	91.0	0.0	3.1	150.0	3.6	1.0
9	5	2004	16.8	21.7	13.1	80.0	0.0	3.2	116.8	7.7	1.5
10	5	2004	16.7	22.9	13.2	81.0	0.0	2.8	85.8	7.8	1.3
11	5	2004	15.2	21.5	11.5	94.0	0.0	1.9	158.5	1.1	0.9
12	5	2004	15.2	16.9	13.8	82.0	0.0	0.5	331.6	4.3	1.8
13	5	2004	13.0	14.7	11.0	82.0	3.3	2.4	296.0	0.0	1.6
