DIA	MES	ANIO	T_MED_A	T_MAX_A	T_MIN_A	HR_MED	PRECIP	TANQUEA	VIENTO	HELIOF	PENMAN
7	8	2002	8.2	12.4	3.2	87.0	0.0	1.6	181.2	3.8	0.9
8	8	2002	12.1	16.0	9.2	88.0	0.0	2.1	335.7	1.2	1.3
9	8	2002	10.9	16.4	7.6	70.0	0.0	4.5	305.9	8.9	2.1
10	8	2002	13.7	22.2	7.2	47.0	0.0	6.7	368.8	7.9	4.1
11	8	2002	11.1	16.2	5.7	79.0	0.0	2.7	183.5	6.0	1.4
12	8	2002	9.6	18.8	3.4	75.0	0.0	2.3	75.0	6.3	1.1
13	8	2002	11.7	17.6	7.6	54.0	0.0	4.8	193.1	10.3	2.3
14	8	2002	7.5	11.4	3.8	67.0	0.0	2.7	146.3	10.3	1.4
15	8	2002	8.8	16.4	2.8	72.0	0.0	3.3	225.6	8.7	1.7
16	8	2002	13.1	19.4	8.4	80.0	0.0	2.2	210.8	4.4	1.6
17	8	2002	19.2	22.6	13.2	82.0	1.2	4.8	484.9	2.6	2.7
18	8	2002	20.3	22.6	17.4	83.0	0.2	2.4	240.3	0.0	1.9
19	8	2002	14.0	16.9	8.9	92.0	31.0	1.6	226.4	0.0	1.1
20	8	2002	10.7	15.0	7.0	77.0	0.0	3.6	257.3	10.5	1.9
21	8	2002	10.6	16.6	6.0	70.0	0.0	3.6	165.4	10.1	1.8
22	8	2002	11.8	19.3	5.8	66.0	0.0	3.1	245.1	8.4	2.4
23	8	2002	14.5	20.2	9.3	92.0	0.0	2.4	246.9	4.5	1.3
24	8	2002	21.7	28.2	15.6	82.0	0.0	9.6	425.4	5.9	3.1
25	8	2002	23.3	30.2	15.0	78.0	0.0	5.4	213.8	7.7	3.0
26	8	2002	22.5	31.6	14.8	73.0	0.0	6.3	390.7	8.9	4.1
27	8	2002	24.8	32.0	19.6	62.0	0.0	10.1	452.5	8.6	5.7
28	8	2002	18.7	21.8	14.1	83.0	0.0	1.9	336.3	0.0	2.1
29	8	2002	12.0	13.8	10.2	82.0	11.0	4.2	649.8	3.4	2.7
30	8	2002	8.8	11.3	6.8	63.0	0.2	6.2	659.7	8.5	4.2
31	8	2002	6.8	9.0	5.7	77.0	0.0	2.1	480.0	0.2	2.2
1	9	2002	7.4	9.3	4.8	75.0	1.2	1.9	172.5	2.6	1.6
2	9	2002	8.5	14.0	2.7	68.0	0.0	3.9	188.2	10.3	2.1
3	9	2002	10.4	15.7	5.8	60.0	0.0	3.6	178.5	8.0	2.5
4	9	2002	13.0	21.2	6.1	64.0	0.0	4.3	217.5	4.6	2.7
5	9	2002	12.9	17.1	9.6	79.0	0.0	2.4	243.6	6.1	2.2
6	9	2002	10.0	13.3	6.9	86.0	5.0	2.1	98.2	3.4	1.3
7	9	2002	8.3	12.7	5.2	82.0	0.0	3.1	158.0	10.4	1.7
8	9	2002	9.4	16.1	3.5	77.0	0.0	3.2	170.9	8.0	1.9
9	9	2002	11.7	18.7	7.5	69.0	0.0	3.7	297.3	10.7	3.0
10	9	2002	14.4	18.8	10.0	85.0	0.0	1.8	344.4	0.1	1.9
11	9	2002	15.0	17.2	11.9	97.0	11.5	0.9	288.7	0.0	1.1
12	9	2002	11.2	15.0	8.5	82.0	22.0	3.8	204.4	11.3	2.2
13	9	2002	10.6	15.0	6.5	82.0	0.0	1.8	131.4	5.7	1.7
14	9	2002	10.1	13.1	6.5	86.0	0.0	4.8	158.5	9.8	1.9
15	9	2002	10.2	15.5	5.5	82.0	0.0	2.8	225.3	4.3	1.9
16	9	2002	13.5	19.1	7.6	83.0	0.0	3.7	302.8	6.5	2.4
17	9	2002	18.1	23.1	13.7	91.0	0.0	2.4	127.4	3.5	1.8
18	9	2002	18.7	24.7	14.2	88.0	9.0	4.7	291.0	5.8	2.5
19	9	2002	12.5	18.2	9.3	82.0	13.4	3.2	229.0	5.4	2.2
20	9	2002	11.9	16.0	8.1	68.0	1.2	4.1	189.1	8.9	2.8
21	9	2002	13.8	19.1	7.8	66.0	0.0	5.5	234.1	10.6	3.4
22	9	2002	14.0	17.8	9.7	70.0	0.6	4.2	109.0	10.8	2.8
23	9	2002	12.1	16.8	8.2	76.0	0.0	4.2	189.3	11.0	2.8
24	9	2002	15.3	22.8	8.8	65.0	0.0	7.6	378.1	9.2	4.4
25	9	2002	17.4	23.8	12.8	64.0	0.0	6.1	181.9	10.5	3.8
26	9	2002	14.6	19.7	11.6	84.0	0.0	3.9	203.5	10.8	2.8
27	9	2002	19.0	26.5	12.2	64.0	0.0	6.2	267.1	10.2	4.5
28	9	2002	16.8	19.2	14.8	89.0	0.0	0.3	99.7	0.2	1.5
29	9	2002	14.6	17.3	11.3	93.0	1.0	2.0	116.4	1.3	1.4
30	9	2002	14.4	17.9	10.7	91.0	0.1	1.1	115.3	1.8	1.6
1	10	2002	18.5	25.0	12.5	77.0	0.0	5.2	335.1	11.2	4.3
2	10	2002	16.9	22.3	13.9	87.0	0.0	1.8	241.8	3.4	2.3
3	10	2002	15.0	18.5	11.8	81.0	5.2	5.0	253.9	10.9	3.3
4	10	2002	15.8	20.9	11.7	91.0	0.0	0.4	158.5	0.4	1.6
5	10	2002	16.9	24.3	11.1	84.0	5.1	4.7	335.7	8.2	3.4
6	10	2002	21.0	29.0	15.1	80.0	0.0	8.2	348.8	5.6	3.8
7	10	2002	17.6	21.4	14.1	52.0	3.0	6.1	217.3	9.9	4.8
8	10	2002	18.3	24.7	11.8	79.0	0.0	3.3	259.7	8.6	3.7
9	10	2002	21.2	25.3	18.0	89.0	0.0	2.2	133.2	1.9	2.2
10	10	2002	19.5	24.9	15.4	75.0	0.0	6.0	234.1	6.0	3.7
11	10	2002	20.8	29.2	16.3	86.0	0.0	2.0	180.0	5.8	3.1
12	10	2002	22.3	28.0	18.8	88.0	1.2	4.8	264.8	7.4	3.6
13	10	2002	25.6	31.6	20.8	73.0	0.0	9.1	315.7	11.2	6.0
14	10	2002	22.3	25.4	19.7	86.0	0.0	1.6	192.0	0.0	2.2
15	10	2002	19.1	24.3	10.7	94.0	3.8	2.7	260.7	0.3	1.8
16	10	2002	15.4	20.8	10.8	74.0	4.0	4.9	203.5	7.7	3.5
17	10	2002	15.3	22.7	7.7	60.0	0.0	7.7	259.9	11.3	4.8
18	10	2002	18.0	24.7	12.2	80.0	0.0	5.8	144.4	0.8	2.3
19	10	2002	17.4	21.6	13.8	79.0	0.0	3.1	367.2	0.0	3.0
20	10	2002	15.4	20.5	9.3	94.0	4.1	5.9	556.2	0.0	1.9
21	10	2002	9.6	13.8	6.2	65.0	14.1	4.6	370.6	10.4	4.2
22	10	2002	13.8	20.7	6.1	62.0	0.0	6.9	207.2	12.1	4.4
23	10	2002	15.6	22.9	6.1	62.0	0.0	7.0	208.8	11.1	4.5
24	10	2002	19.9	25.1	14.0	62.0	0.0	6.8	106.9	11.9	4.7
25	10	2002	19.7	28.0	14.1	67.0	0.0	7.6	195.0	10.5	4.8
26	10	2002	21.3	26.3	17.0	83.0	0.0	4.7	157.9	7.9	3.9
27	10	2002	19.5	22.8	17.3	91.0	0.4	2.6	151.9	0.9	2.0
28	10	2002	17.8	20.5	14.2	91.0	3.7	1.7	245.5	0.0	1.9
29	10	2002	13.9	16.5	9.3	56.0	5.0	5.4	140.6	3.9	2.0
30	10	2002	14.5	21.4	6.3	63.0	0.0	5.9	145.5	11.6	4.2
31	10	2002	17.0	24.1	10.3	68.0	0.0	6.9	205.0	12.6	4.9
1	11	2002	19.2	25.7	13.1	71.0	0.0	7.4	216.2	10.7	4.9
2	11	2002	20.9	26.1	15.7	73.0	0.0	6.9	207.3	9.0	4.7
3	11	2002	18.8	22.0	13.9	81.0	2.0	5.0	260.1	2.4	3.1
4	11	2002	13.1	15.6	10.5	70.0	5.3	5.0	160.1	8.6	3.6
5	11	2002	12.6	17.9	6.8	67.0	0.0	7.2	202.7	12.5	4.3
6	11	2002	15.9	22.9	7.8	64.0	0.0	7.4	352.9	12.6	5.8
7	11	2002	20.2	26.2	13.2	69.0	0.0	7.6	341.3	7.5	5.3
8	11	2002	18.7	21.7	15.8	83.0	0.5	1.5	316.3	1.4	2.8
9	11	2002	17.5	24.3	12.0	83.0	48.5	5.0	551.7	3.9	3.5
10	11	2002	10.7	13.0	10.4	86.0	0.2	2.7	842.1	0.0	3.0
11	11	2002	13.9	18.4	10.8	77.0	4.7	5.4	375.8	6.2	3.9
12	11	2002	19.5	27.5	8.0	65.0	0.0	9.1	362.1	12.7	6.6
13	11	2002	23.3	29.8	17.2	53.0	0.0	11.9	266.4	12.4	7.2
14	11	2002	23.6	30.7	16.3	68.0	0.0	10.4	247.2	11.9	6.4
15	11	2002	20.1	27.0	14.0	85.0	9.6	5.5	246.3	8.9	4.3
16	11	2002	24.9	31.5	18.9	75.0	0.0	8.7	197.4	11.7	6.0
17	11	2002	24.7	29.9	21.5	77.0	0.0	7.0	245.0	4.8	4.5
18	11	2002	21.4	25.7	18.0	74.0	0.0	7.5	119.8	12.1	5.2
19	11	2002	23.1	29.0	16.0	68.0	0.0	8.1	244.4	10.1	6.0
20	11	2002	20.4	24.7	17.3	86.0	1.0	5.4	104.8	4.4	3.1
21	11	2002	18.4	22.0	12.9	53.0	0.0	8.8	166.6	12.7	5.8
22	11	2002	18.5	26.7	10.9	55.0	0.0	9.0	206.1	12.5	6.0
23	11	2002	23.2	30.9	11.5	53.0	0.0	9.8	183.7	13.1	6.8
24	11	2002	25.5	31.9	19.7	69.0	0.0	6.8	114.0	8.1	5.2
25	11	2002	21.4	23.9	19.5	87.0	0.0	2.5	205.4	0.0	2.5
26	11	2002	24.9	29.5	20.7	74.0	23.5	3.4	144.4	2.4	3.8
27	11	2002	18.4	21.8	16.2	84.0	0.0	1.8	157.7	7.2	3.7
28	11	2002	17.2	22.3	12.0	68.0	1.8	7.6	217.8	13.0	5.5
29	11	2002	19.6	26.0	11.0	79.0	0.0	3.9	167.2	4.9	3.7
30	11	2002	21.3	24.3	18.6	87.0	16.0	4.4	192.7	0.0	2.5
1	12	2002	17.9	21.1	12.1	75.0	8.7	6.2	214.7	10.3	4.9
2	12	2002	17.5	25.1	11.0	68.0	0.0	7.4	141.4	13.2	5.2
3	12	2002	21.5	27.9	14.5	63.0	0.0	6.9	147.0	7.1	4.9
4	12	2002	20.3	23.3	18.0	76.0	0.0	3.5	140.2	2.7	3.4
5	12	2002	22.0	25.9	19.0	86.0	0.0	3.5	70.6	3.1	3.0
6	12	2002	24.3	29.1	19.9	78.0	0.0	8.4	143.0	7.5	4.8
7	12	2002	20.3	21.7	17.8	70.0	0.0	9.6	264.4	8.1	5.3
8	12	2002	18.4	21.7	15.0	68.0	0.0	5.4	177.8	3.0	3.8
9	12	2002	19.0	23.8	14.8	73.0	0.0	5.2	166.8	5.1	4.0
10	12	2002	19.7	23.7	15.5	81.0	0.0	3.4	116.6	3.0	3.1
11	12	2002	20.1	24.6	16.9	81.0	0.0	8.2	140.3	10.7	4.8
12	12	2002	19.8	24.3	15.0	79.0	0.0	7.2	297.7	12.6	5.8
13	12	2002	20.9	24.4	17.9	76.0	0.2	7.6	177.2	10.2	5.2
14	12	2002	21.9	26.3	17.0	80.0	0.0	6.3	132.2	10.2	5.0
15	12	2002	23.5	28.7	18.5	77.0	0.0	8.4	176.0	7.1	4.8
16	12	2002	23.9	29.4	19.5	67.0	17.5	10.9	269.6	10.8	6.7
17	12	2002	20.1	23.7	15.5	64.0	0.0	10.4	215.0	13.2	6.3
18	12	2002	22.9	30.7	14.0	46.0	0.0	8.5	454.8	7.4	8.8
19	12	2002	21.0	25.7	17.3	76.0	22.0	7.3	233.2	9.7	5.3
20	12	2002	20.5	26.4	13.8	60.0	0.0	9.6	164.0	10.5	5.7
21	12	2002	21.6	28.9	14.1	57.0	0.0	6.6	263.0	13.3	7.3
22	12	2002	18.4	20.5	17.5	96.0	37.7	5.0	249.7	0.0	1.9
23	12	2002	18.1	21.5	13.0	62.0	35.0	9.2	203.9	10.2	5.5
24	12	2002	17.8	24.9	9.3	56.0	0.0	6.2	127.1	13.1	5.6
25	12	2002	21.9	29.1	13.6	58.0	0.0	11.5	277.2	13.2	7.3
26	12	2002	24.0	31.5	16.5	58.0	0.0	13.1	277.0	13.8	7.9
27	12	2002	25.1	32.7	18.3	61.0	0.0	13.4	138.3	10.5	6.2
28	12	2002	21.9	23.7	20.3	87.0	16.8	2.8	94.4	1.0	2.6
29	12	2002	21.7	24.6	19.9	95.0	0.0	1.0	264.0	0.0	2.1
30	12	2002	18.9	21.9	17.0	85.0	56.0	3.7	301.3	4.5	3.7
31	12	2002	19.0	22.7	16.3	87.0	0.0	3.8	150.2	2.0	2.7
1	1	2003	19.8	23.8	17.0	81.0	0.1	6.9	144.7	5.5	3.7
2	1	2003	19.8	24.8	15.0	75.0	0.0	14.7	176.8	13.0	5.6
3	1	2003	22.1	28.2	16.6	78.0	0.0	3.9	92.8	6.5	4.1
4	1	2003	23.3	29.2	17.2	75.0	0.0	8.9	161.4	13.0	6.1
5	1	2003	24.4	31.0	18.3	66.0	0.0	12.7	295.8	12.5	7.3
6	1	2003	22.9	29.2	17.2	51.0	0.0	12.2	208.8	13.0	7.2
7	1	2003	20.5	24.0	16.1	63.0	0.0	8.9	207.9	13.0	6.3
8	1	2003	22.6	31.0	15.5	68.0	0.0	8.3	190.3	9.3	5.6
9	1	2003	24.9	31.2	17.5	62.0	0.0	9.9	187.3	12.6	6.9
10	1	2003	24.8	32.8	17.5	68.0	0.0	8.7	189.8	9.5	6.0
11	1	2003	21.4	26.6	15.0	66.0	2.9	9.3	248.6	12.5	6.5
12	1	2003	20.6	27.8	12.5	63.0	0.0	9.0	166.9	11.0	5.7
13	1	2003	24.2	33.0	16.2	64.0	0.0	15.5	175.5	11.0	6.3
14	1	2003	26.1	33.5	20.2	59.0	0.0	9.3	166.2	9.6	6.4
15	1	2003	25.9	33.2	20.1	63.0	0.0	10.9	133.0	11.3	6.4
16	1	2003	26.4	31.8	21.2	68.0	0.0	8.8	164.5	10.0	6.2
17	1	2003	25.1	32.2	21.2	70.0	2.1	9.1	289.7	5.6	5.5
18	1	2003	19.7	23.0	15.3	58.0	2.1	8.8	269.1	12.5	6.6
19	1	2003	18.5	22.2	15.0	83.0	0.0	2.3	161.2	0.3	2.5
20	1	2003	22.3	27.3	17.0	81.0	32.7	5.0	108.0	4.3	3.5
21	1	2003	23.8	30.2	17.8	55.0	0.0	7.8	145.8	6.2	5.3
22	1	2003	20.3	22.7	17.5	86.0	0.0	2.7	116.2	0.5	2.4
23	1	2003	18.9	22.1	15.1	65.0	7.3	9.4	210.1	12.0	5.6
24	1	2003	19.9	27.0	11.2	51.0	0.0	11.0	272.4	12.6	6.9
25	1	2003	23.8	30.4	15.4	60.0	0.0	8.7	161.8	12.6	6.4
26	1	2003	25.0	31.0	17.4	61.0	0.0	8.7	163.1	12.6	6.6
27	1	2003	25.3	32.8	19.3	68.0	0.0	9.5	102.4	12.6	6.1
28	1	2003	24.1	28.5	18.6	71.0	0.0	10.3	266.7	12.5	6.6
29	1	2003	25.7	33.8	17.6	67.0	0.0	14.3	252.1	7.0	5.8
30	1	2003	28.5	35.6	22.0	61.0	0.0	14.5	351.3	11.8	8.5
31	1	2003	30.8	36.4	23.7	57.0	0.0	13.8	446.4	12.1	10.1
1	2	2003	23.6	29.4	18.7	74.0	8.4	7.0	188.1	4.2	4.2
2	2	2003	22.6	27.3	19.5	84.0	22.4	2.7	231.1	0.2	2.8
3	2	2003	24.4	28.7	20.0	83.0	25.5	4.5	81.1	6.5	4.0
4	2	2003	23.5	26.3	19.7	86.0	0.0	3.3	165.2	0.7	2.6
5	2	2003	23.7	28.9	19.5	86.0	0.0	4.1	88.2	3.8	3.2
6	2	2003	25.3	31.6	19.8	85.0	0.0	7.4	152.7	10.6	5.2
7	2	2003	22.3	23.3	19.5	76.0	0.0	4.7	245.0	1.2	3.5
8	2	2003	22.9	28.3	17.0	82.0	0.0	4.8	186.9	6.8	4.2
9	2	2003	26.1	31.7	21.7	78.0	0.0	7.7	189.6	11.9	6.0
10	2	2003	22.6	26.5	20.4	90.0	8.3	2.5	217.8	3.2	3.0
11	2	2003	21.8	23.9	20.3	91.0	84.4	4.4	205.0	0.0	2.1
12	2	2003	23.0	27.1	18.9	82.0	11.1	5.6	182.6	9.3	4.6
13	2	2003	20.8	24.7	17.6	82.0	0.0	6.3	140.0	9.7	4.2
14	2	2003	22.1	30.1	15.8	78.0	0.0	7.1	169.6	12.0	5.1
15	2	2003	20.4	26.2	16.5	88.0	0.0	1.5	214.1	2.1	2.6
16	2	2003	15.7	20.1	11.9	68.0	10.8	8.4	324.0	10.9	5.0
17	2	2003	18.6	23.9	14.1	71.0	0.0	7.5	368.8	9.7	5.3
18	2	2003	22.3	30.0	15.0	59.0	0.0	9.0	193.9	11.7	5.8
19	2	2003	17.4	23.2	10.5	74.0	0.0	4.4	240.3	2.8	3.3
20	2	2003	14.8	20.8	9.9	57.0	0.7	8.1	250.3	12.4	5.1
21	2	2003	18.0	24.6	10.0	56.0	0.0	8.5	154.0	12.3	5.0
22	2	2003	19.7	26.5	12.7	66.0	0.0	6.0	97.0	5.0	3.5
23	2	2003	20.0	25.8	16.9	83.0	0.0	4.7	94.4	7.5	3.4
24	2	2003	20.8	24.9	18.3	86.0	2.5	11.1	296.7	1.9	2.8
25	2	2003	23.8	31.3	16.3	72.0	0.0	7.3	158.3	11.7	5.2
26	2	2003	26.9	32.9	21.2	72.0	0.0	7.8	231.2	8.7	5.5
27	2	2003	22.1	27.1	20.3	86.0	17.0	6.6	139.8	3.9	2.9
28	2	2003	21.8	25.2	18.0	86.0	15.5	1.7	101.1	0.2	2.1
1	3	2003	23.4	29.2	20.0	83.0	0.0	6.8	123.1	10.7	4.4
2	3	2003	21.7	26.1	18.2	85.0	0.0	3.4	85.7	1.1	2.2
3	3	2003	23.1	29.9	16.2	73.0	0.0	5.1	124.8	11.7	4.7
4	3	2003	23.7	31.7	16.7	70.0	0.0	7.8	151.0	11.9	5.0
5	3	2003	24.7	30.1	20.0	75.0	0.0	5.2	86.8	5.1	3.5
6	3	2003	24.8	29.9	21.7	81.0	0.0	4.8	88.3	5.0	3.3
7	3	2003	23.7	27.9	19.6	90.0	0.0	6.3	148.6	7.5	3.5
8	3	2003	25.7	30.7	22.0	86.0	0.0	4.8	207.0	3.3	3.1
9	3	2003	25.0	30.3	21.5	88.0	0.0	3.5	221.1	5.0	3.3
10	3	2003	23.8	28.0	21.7	90.0	12.2	4.4	109.0	3.6	2.6
11	3	2003	20.6	22.5	17.9	95.0	18.2	1.8	248.2	0.0	1.6
12	3	2003	16.2	18.3	14.7	72.0	3.7	4.3	159.1	0.5	2.5
13	3	2003	16.0	21.6	10.3	67.0	0.0	4.6	126.7	10.1	3.4
14	3	2003	18.5	25.2	12.0	75.0	0.0	4.8	127.2	9.5	3.4
15	3	2003	20.8	25.1	16.8	83.0	0.0	4.9	145.6	8.9	3.4
16	3	2003	20.7	25.7	15.8	69.0	0.6	6.8	96.2	10.9	3.8
17	3	2003	21.2	27.8	14.5	57.0	0.0	10.0	307.6	11.2	5.7
18	3	2003	22.3	28.1	16.3	61.0	0.0	9.3	284.0	11.2	5.5
19	3	2003	23.5	29.5	18.5	59.0	0.0	8.5	325.3	10.9	6.0
20	3	2003	18.0	21.4	14.3	65.0	2.1	7.3	166.2	8.5	3.6
21	3	2003	15.1	19.9	10.5	64.0	0.0	7.0	125.8	11.2	3.3
22	3	2003	16.3	23.9	10.1	71.0	0.0	5.8	85.8	11.1	3.0
23	3	2003	18.2	25.7	11.3	70.0	0.0	6.4	196.5	11.1	3.8
24	3	2003	18.8	25.9	12.8	77.0	0.0	6.0	205.0	9.4	3.4
25	3	2003	18.6	24.5	15.0	80.0	0.0	4.6	188.6	4.8	2.7
26	3	2003	20.6	27.0	15.2	75.0	0.0	6.6	263.4	9.4	3.9
27	3	2003	22.1	27.5	17.3	75.0	0.0	5.9	209.6	9.8	3.9
28	3	2003	22.9	30.4	20.0	85.0	0.0	1.4	150.5	5.4	2.8
29	3	2003	19.6	22.0	16.7	95.0	44.2	1.5	214.0	0.0	1.4
30	3	2003	16.7	19.5	14.8	76.0	5.7	3.5	112.9	5.8	2.4
31	3	2003	16.0	19.3	11.7	75.0	0.0	3.4	69.9	8.5	2.4
1	4	2003	16.0	19.5	12.9	81.0	0.0	4.4	111.3	6.1	2.2
2	4	2003	15.4	19.3	12.7	73.0	0.0	4.5	134.3	10.6	2.7
3	4	2003	16.1	19.3	12.9	79.0	0.0	1.6	91.0	0.1	1.7
4	4	2003	16.7	19.5	15.5	87.0	2.0	1.5	86.7	1.0	1.5
5	4	2003	17.1	20.9	13.0	84.0	7.0	3.3	83.8	7.8	2.1
6	4	2003	16.6	22.1	10.5	76.0	0.0	4.8	123.2	10.2	2.6
7	4	2003	18.8	25.1	13.0	71.0	0.0	4.8	204.0	9.2	3.2
8	4	2003	19.5	25.7	14.5	70.0	0.0	6.2	243.9	10.2	3.6
9	4	2003	15.3	18.0	10.8	67.0	0.0	5.0	132.3	6.7	2.5
10	4	2003	13.5	19.1	8.1	50.0	0.0	8.6	581.7	10.4	6.0
11	4	2003	12.9	15.5	10.0	68.0	0.0	3.9	368.5	2.7	3.1
12	4	2003	12.0	16.5	8.7	69.0	0.0	3.3	84.0	10.4	2.0
13	4	2003	13.6	22.2	6.8	67.0	0.0	5.2	154.9	10.2	2.5
14	4	2003	15.6	24.0	8.5	69.0	0.0	5.7	181.8	10.5	2.7
15	4	2003	17.9	24.2	11.3	64.0	0.0	4.9	106.4	9.5	2.6
16	4	2003	19.0	25.8	14.5	66.0	0.0	4.7	94.3	10.3	2.6
17	4	2003	16.9	21.8	12.7	72.0	0.0	1.4	423.0	3.5	3.4
18	4	2003	18.0	20.9	16.0	86.0	0.9	1.8	304.0	0.4	1.8
19	4	2003	14.1	18.1	8.9	76.0	9.3	2.9	174.1	6.7	2.0
20	4	2003	15.6	22.7	8.0	67.0	0.0	7.1	425.8	9.0	3.8
21	4	2003	17.5	24.3	11.8	70.0	0.0	4.7	180.7	10.6	2.7
22	4	2003	18.9	25.7	12.0	69.0	0.0	4.4	110.3	8.6	2.4
23	4	2003	20.0	25.7	16.5	77.0	0.2	1.3	104.8	0.6	1.8
24	4	2003	17.8	22.3	14.3	93.0	0.5	1.1	119.0	0.5	1.1
25	4	2003	16.3	17.9	13.6	87.0	0.3	2.9	147.3	0.1	1.3
26	4	2003	15.4	18.7	12.9	91.0	14.5	2.1	98.0	2.6	1.1
27	4	2003	15.2	18.8	12.8	86.0	0.0	2.4	119.0	6.2	1.4
28	4	2003	14.9	20.7	9.1	85.0	0.0	3.0	85.2	9.3	1.4
29	4	2003	13.5	15.3	11.1	91.0	0.0	0.8	235.6	0.2	1.1
30	4	2003	14.9	16.1	12.9	95.0	5.1	2.3	132.8	0.2	0.9
1	5	2003	14.1	17.3	11.6	81.0	0.0	1.7	279.2	9.1	1.9
2	5	2003	12.6	16.7	8.7	73.0	0.0	3.2	134.4	9.8	1.6
3	5	2003	12.9	19.7	7.0	71.0	0.0	2.7	121.6	9.3	1.6
4	5	2003	13.0	19.9	7.5	73.0	0.0	2.0	114.1	5.2	1.5
5	5	2003	12.7	14.8	10.6	85.0	0.0	2.0	147.4	0.1	1.2
6	5	2003	10.4	15.0	7.5	77.0	0.0	2.9	107.5	7.6	1.2
7	5	2003	11.2	16.9	6.9	76.0	0.0	2.9	93.2	9.7	1.2
8	5	2003	12.0	20.5	5.9	70.0	0.0	2.9	89.7	9.7	1.3
9	5	2003	12.6	19.9	6.2	66.0	0.0	2.8	198.6	7.9	2.0
10	5	2003	13.9	20.3	9.3	77.0	0.0	3.2	175.5	5.2	1.6
11	5	2003	17.3	24.5	13.3	72.0	0.0	4.1	117.2	7.1	1.7
12	5	2003	17.9	24.5	14.2	72.0	0.0	3.2	128.0	2.6	1.8
13	5	2003	15.2	16.7	13.0	91.0	0.0	0.8	233.0	0.0	1.1
14	5	2003	19.1	24.3	14.9	78.0	0.0	3.0	249.8	1.4	2.1
15	5	2003	17.5	20.3	15.0	91.0	0.0	0.4	136.8	0.0	1.0
16	5	2003	15.8	18.8	13.9	98.0	19.7	0.4	200.8	0.0	0.7
17	5	2003	13.6	14.5	11.4	94.0	11.8	1.8	296.9	0.0	0.9
18	5	2003	13.3	16.5	11.8	86.0	4.0	1.8	216.5	7.7	1.1
19	5	2003	13.6	15.7	11.9	90.0	0.0	1.0	205.1	0.0	1.0
20	5	2003	15.5	19.3	13.2	97.0	12.5	1.7	123.7	1.2	0.7
21	5	2003	17.4	20.2	14.3	93.0	0.2	2.0	267.4	0.0	1.0
22	5	2003	15.3	17.7	12.1	93.0	15.6	1.0	189.2	0.0	0.9
23	5	2003	13.3	16.9	10.7	78.0	1.2	4.0	487.3	8.4	2.2
24	5	2003	12.4	15.1	9.9	68.0	0.5	4.3	515.4	7.0	3.0
25	5	2003	10.1	15.1	5.3	79.0	0.0	2.1	227.1	9.5	1.1
26	5	2003	10.9	15.7	6.7	70.0	9.6	4.2	218.6	9.6	1.4
27	5	2003	11.1	18.6	4.8	70.0	0.0	4.2	203.3	8.1	1.4
28	5	2003	12.2	19.3	5.8	68.0	0.0	1.3	112.8	8.7	1.1
29	5	2003	15.7	21.7	9.5	80.0	0.0	2.3	210.3	6.6	1.4
30	5	2003	17.1	21.9	12.0	73.0	0.0	3.1	217.9	6.2	1.8
31	5	2003	14.3	17.1	11.1	87.0	0.1	2.2	79.3	1.7	0.8
1	6	2003	16.7	22.5	10.1	85.0	0.0	1.2	138.2	4.3	1.1
2	6	2003	13.4	18.5	9.9	71.0	0.6	3.2	307.1	2.8	2.1
3	6	2003	8.6	11.9	4.5	71.0	0.0	2.0	103.8	9.3	0.7
4	6	2003	7.8	15.1	2.0	76.0	0.0	1.9	232.9	9.5	0.9
5	6	2003	10.7	16.9	4.5	84.0	0.0	2.0	204.0	6.6	0.8
6	6	2003	9.9	12.3	7.8	78.0	0.0	2.2	148.0	1.6	1.1
7	6	2003	7.6	11.5	2.9	42.0	0.0	1.5	63.2	8.9	1.0
8	6	2003	6.6	13.5	0.3	59.0	0.0	3.4	99.9	8.7	0.9
9	6	2003	9.0	15.5	3.8	74.0	0.0	2.2	153.0	6.1	1.0
10	6	2003	11.3	14.5	8.5	94.0	0.0	0.3	66.8	0.7	0.5
11	6	2003	11.6	14.8	7.2	86.0	0.3	1.6	89.6	3.4	0.7
12	6	2003	10.9	17.7	6.0	86.0	0.0	1.8	112.1	6.4	0.6
13	6	2003	11.1	16.0	6.5	91.0	0.0	1.8	89.1	7.3	0.4
14	6	2003	12.6	19.1	5.2	74.0	0.0	4.6	470.9	4.4	2.3
15	6	2003	15.2	18.3	7.8	77.0	4.7	3.8	188.3	8.2	1.2
16	6	2003	11.3	18.9	5.8	72.0	0.0	2.6	76.5	8.5	0.7
17	6	2003	10.7	18.0	7.0	80.0	0.0	2.0	116.1	8.0	0.6
18	6	2003	9.4	13.3	6.0	93.0	0.0	0.1	116.6	0.0	0.6
19	6	2003	12.9	17.0	10.2	95.0	0.3	2.0	235.3	2.8	0.6
20	6	2003	15.7	19.1	12.6	91.0	0.0	0.3	328.5	2.2	1.0
21	6	2003	10.9	15.8	6.3	85.0	0.0	2.9	200.8	5.5	0.8
22	6	2003	12.5	19.0	5.9	87.0	0.0	2.4	170.7	1.4	0.9
23	6	2003	13.9	17.9	10.0	85.0	0.0	3.1	71.9	7.4	0.6
24	6	2003	13.2	20.7	7.5	55.0	0.0	3.9	180.7	9.2	1.7
25	6	2003	10.9	13.1	8.9	76.0	0.0	1.1	348.0	0.0	1.9
